X,Y,OBJECTID_1,OBJECTID,ID1,IND_CLADIR,JUDET,LOCALITATE,SIRUTA,TIP_CLADIR,UAT,Tip_artera,Nr_postal,Nr_post_ve,Den_Drum,Drum_vechi,verificare,NR_APARTAM,icon_url
25.8783879942563,44.5562011124432,"2431","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-5,,Samurcasi,,"0","0",./0.png
25.878187837999,44.5562755677584,"2432","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-7,,Samurcasi,,"0","0",./0.png
25.8780108074443,44.5563236739114,"2433","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-9,,Samurcasi,,"0","0",./0.png
25.8776573429083,44.5564591329817,"2434","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-11,,Samurcasi,,"0","1",./0.png
25.8774388598679,44.5565318602584,"2435","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-13,,Samurcasi,,"0","0",./0.png
25.8772150057837,44.5565952822586,"2436","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-15,,Samurcasi,,"0","1",./0.png
25.8769913230542,44.5566699184353,"2437","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-17,,Samurcasi,,"0","0",./0.png
25.8767782075139,44.5567519475153,"2438","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-19,,Samurcasi,,"0","0",./0.png
25.87652068413,44.5568361906722,"2439","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-21,,Samurcasi,,"0","0",./0.png
25.8763362353455,44.5569123890275,"2440","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-23,,Samurcasi,,"0","0",./0.png
25.8760030221867,44.5570046955273,"2441","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-25,,Samurcasi,,"0","0",./0.png
25.8758212134794,44.5570827418545,"2442","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-27,,Samurcasi,,"0","0",./0.png
25.8755532317709,44.5571670640105,"2443","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-29,,Samurcasi,,"0","0",./0.png
25.8753166169019,44.5572511429774,"2444","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-31,,Samurcasi,,"0","0",./0.png
25.8751292956857,44.5573105395118,"2445","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-33,,Samurcasi,,"0","0",./0.png
25.8749264604069,44.5573812702471,"2446","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-35,,Samurcasi,,"0","0",./0.png
25.8746533055862,44.5574693690392,"2447","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-37,,Samurcasi,,"0","0",./0.png
25.8744190743065,44.5575384739229,"2448","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-39,,Samurcasi,,"0","0",./0.png
25.8741121342853,44.5576399168267,"2449","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-41,,Samurcasi,,"0","0",./0.png
25.873927878044,44.5577291941089,"2450","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-43,,Samurcasi,,"0","0",./0.png
25.8736597205999,44.5578022980533,"2451","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-45,,Samurcasi,,"0","1",./0.png
25.873457221564,44.5578954536346,"2452","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-47,,Samurcasi,,"0","0",./0.png
25.8732152023511,44.5579683549743,"2453","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-49,,Samurcasi,,"0","0",./0.png
25.8730147501996,44.558024110999,"2454","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-51,,Samurcasi,,"0","0",./0.png
25.8727521864613,44.5581214689054,"2455","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-53,,Samurcasi,,"0","0",./0.png
25.8723906873497,44.5582457585099,"2456","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-55,,Samurcasi,,"0","0",./0.png
25.8720889118845,44.5583434181797,"2457","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-57,,Samurcasi,,"0","0",./0.png
25.8789482547749,44.5565986091882,"2458","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-2,,Samurcasi,,"0","0",./0.png
25.8785399165145,44.5563924489245,"2459","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-4,,Samurcasi,,"0","0",./0.png
25.878036893761,44.5564916921497,"2460","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-6,,Samurcasi,,"0","0",./0.png
25.8773918412492,44.5567060544784,"2461","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-8,,Samurcasi,,"0","0",./0.png
25.8769912674898,44.5568381392933,"2462","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-10,,Samurcasi,,"0","0",./0.png
25.8767835501913,44.5569313414577,"2463","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-12,,Samurcasi,,"0","0",./0.png
25.8765179858855,44.5570025636394,"2464","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-14,,Samurcasi,,"0","0",./0.png
25.8763333364594,44.5570656800673,"2465","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-16,,Samurcasi,,"0","1",./0.png
25.8760682821591,44.5571705414864,"2466","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-18,,Samurcasi,,"0","0",./0.png
25.8758702793872,44.5572150685253,"2467","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-20,,Samurcasi,,"0","0",./0.png
25.8756235486861,44.5573216559093,"2468","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-22,,Samurcasi,,"0","0",./0.png
25.8754179024134,44.5573793258762,"2469","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-24,,Samurcasi,,"0","0",./0.png
25.8751759729806,44.5574578378211,"2470","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-26,,Samurcasi,,"0","0",./0.png
25.8749834225681,44.5575172746902,"2471","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-28,,Samurcasi,,"0","0",./0.png
25.8747443330031,44.5576107164766,"2472","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-30,,Samurcasi,,"0","0",./0.png
25.8745206701886,44.5576872159986,"2473","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-32,,Samurcasi,,"0","0",./0.png
25.8741903755493,44.557800055266,"2474","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-34,,Samurcasi,,"0","0",./0.png
25.8739769401732,44.5578615216217,"2475","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-36,,Samurcasi,,"0","0",./0.png
25.8737691859565,44.5579528491643,"2476","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-38,,Samurcasi,,"0","0",./0.png
25.8735427363827,44.5580181532754,"2477","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-40,,Samurcasi,,"0","0",./0.png
25.8733009149312,44.5581041367445,"2478","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-42,,Samurcasi,,"0","0",./0.png
25.8730981890854,44.5581823406283,"2479","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-44,,Samurcasi,,"0","0",./0.png
25.8728822783789,44.5582531697935,"2480","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-46,,Samurcasi,,"0","0",./0.png
25.8724271007484,44.5584062217121,"2481","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6B-48,,Samurcasi,,"0","0",./0.png
25.8784294972008,44.5568661981363,"2482","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-3,,Samurcasi,,"0","0",./0.png
25.8783561997982,44.5570312517273,"2483","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-5,,Samurcasi,,"0","0",./0.png
25.8782754320958,44.557220661986,"2484","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-7,,Samurcasi,,"0","0",./0.png
25.8781995481115,44.5573876058439,"2485","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-9,,Samurcasi,,"0","0",./0.png
25.8780650534689,44.5576540685808,"2486","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-11,,Samurcasi,,"0","0",./0.png
25.8779939982309,44.5577948059381,"2487","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-13,,Samurcasi,,"0","1",./0.png
25.8779310414122,44.5579523023417,"2488","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-15,,Samurcasi,,"0","0",./0.png
25.8778420584603,44.5581174786006,"2489","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-17,,Samurcasi,,"0","0",./0.png
25.8777532172631,44.5582919985156,"2490","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-19,,Samurcasi,,"0","0",./0.png
25.8776874446003,44.5584364332152,"2491","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-21,,Samurcasi,,"0","0",./0.png
25.877598317947,44.5585922637676,"2492","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-23,,Samurcasi,,"0","0",./0.png
25.8774612603991,44.5588624843721,"2493","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-25,,Samurcasi,,"0","0",./0.png
25.8773981303112,44.5590087667669,"2494","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-27,,Samurcasi,,"0","0",./0.png
25.8772882882431,44.5591778426148,"2495","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-29,,Samurcasi,,"0","0",./0.png
25.8772227137537,44.5593353598815,"2496","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-31,,Samurcasi,,"0","0",./0.png
25.8771441256268,44.5594967151771,"2497","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-33,,Samurcasi,,"0","0",./0.png
25.8770708793813,44.5596655061784,"2498","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-35,,Samurcasi,,"0","0",./0.png
25.8769790780349,44.5598176192843,"2499","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-37,,Samurcasi,,"0","0",./0.png
25.8788058169772,44.557029618323,"2500","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-2,,Samurcasi,,"0","0",./0.png
25.8785477827201,44.5570802258288,"2501","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-4,,Samurcasi,,"0","0",./0.png
25.8784379774025,44.5572511718498,"2502","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-6,,Samurcasi,,"0","0",./0.png
25.8783774929324,44.5573993035181,"2503","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-8,,Samurcasi,,"0","0",./0.png
25.878232628985,44.5576714551985,"2504","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-10,,Samurcasi,,"0","0",./0.png
25.8781541740339,44.5578412216865,"2505","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-12,,Samurcasi,,"0","0",./0.png
25.8780611845442,44.5580008213397,"2506","0","0",,Dambovita,Gulia,"105561",,Tartasesti,Strada,6C-14,,Samurcasi,,"0","1",./0.png
